0 0 B-LOC NN NNP
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP VM
VM SYM B-DATE NN NN
NN NN B-LOC NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-ORG SYM NNP
NNP SYM B-ORG NN PRP
NN PRP B-PERIOD NN NN
PRP QC I-PERIOD NN QC
NN NN B-PERIOD NN NST
NN QC I-PERIOD NST NN
NN VM B-ORG NNP NN
VM NNP I-ORG NN VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
NN NN B-DAY VM NN
NN NNP B-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP VM
SYM NNP I-PERSON VM NN
VM NN B-PERSON VM SYM
SYM PRP B-ORG SYM NNP
NNP SYM B-ORG SYM NNP
NNP SYM B-ORG SYM NN
NNP SYM B-ORG SYM NNP
NN SYM B-ORG NNP NNP
SYM NNP I-ORG NNP SYM
NNP NNP I-ORG SYM NNP
NNP SYM B-ORG SYM NNP
NNP SYM B-ORG NN RB
VM JJ B-ORG NNP NN
JJ NNP I-ORG NN VM
RB VM B-PERSON VM SYM
SYM NN B-PERSON NN RB
NN VM B-ORG NST NN
VM SYM B-ORG SYM NNP
NNP SYM B-ORG NN NN
VM SYM B-ORG NN NNP
NNP NN B-PERSON SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN NNP
NNP NN B-PERSON SYM DEM
SYM DEM B-NUM NN PSP
NN PSP B-ORG PRP VM
VM SYM B-PERSON NN NN
NN NN B-ORG SYM NNP
NNP SYM B-ORG SYM NNP
NNP SYM B-ORG NN NN
NN NN B-LOC NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NNP SYM
SYM NNP I-LOC SYM NNP
NNP SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
SYM RB B-LOC PSP JJ
JJ NN B-DAY QC CL
NN NN B-NUM CL NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NNP NN B-NUM NN SYM
NN SYM B-LOC SYM NNP
NNP SYM B-LOC NNP SYM
SYM NNP I-LOC SYM NNP
NNP SYM B-LOC NN QO
NNP NN B-NUM NN NN
VM SYM B-LOC NN JJ
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NST
NN NST B-LOC NNP NN
NST NNP I-LOC NN PSP
NN PSP B-PERSON NNP SYM
PSP NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
UT NN B-DAY NN NN
SYM VM B-NUM NN NN
NN PSP B-NUM NN VM
NN VM B-MONEY QC NN
VM QC I-MONEY NN WQ
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NNP
NNP NN B-LOC NNP VM
NN NNP I-LOC VM NN
NN VM B-PERSON NNP SYM
VM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
NN NN B-DAY VM NN
PRP NN B-LOC NN NNP
NNP NN B-LOC PSP NNP
NNP PSP B-PERSON NNP SYM
PSP NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
NN NN B-DAY NN VM
VM SYM B-LOC NN VM
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN NN
NN NN B-LOC NN NN
VM SYM B-PERIOD QC NN
SYM RB B-NUM NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NST
NN NST B-LOC PSP NN
NNP PSP B-DAY NN NN
NN NN B-PERSON NN SYM
NN NN I-PERSON SYM QC
NN SYM B-NUM SYM UT
SYM VM B-PERIOD NN NN
PRP NN B-LOC NN NNP
NNP NN B-LOC NN PSP
NN VM B-PERSON NNP SYM
VM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
VM SYM B-PERIOD PSP JJ
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NST
NN NST B-LOC NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
VM NN B-DAY NN VM
PRP NN B-LOC NN NNP
NNP NN B-LOC NN VM
VM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NN
VM SYM B-NUM NN QC
NN NN B-NUM NN NN
NN VM B-MONEY QC NN
VM QC I-MONEY NN VM
VM SYM B-LOC NNP NN
SYM NNP I-LOC NN NNP
NNP NN B-LOC NN NN
NN NN B-LOC NN VM
NN VM B-PERSON SYM QC
NNP SYM B-NUM SYM UT
NN NN B-DAY NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NN
NN NN B-LOC NN JJ
NN JJ B-LOC NST NNP
NNP NST B-PERSON NNP NNP
NST NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
UT NN B-DAY PRP NN
PRP NN B-LOC NN NNP
NNP NN B-LOC NST NNP
NNP NST B-PERSON NNP SYM
NST NNP I-PERSON SYM QC
NNP SYM B-NUM SYM UT
NN NN B-DAY NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN RB
VM NN B-LOC NN NN
NN VM B-ORG NN DEM
DEM NN B-DATE NN NN
JJ NN B-PERSON NNP NNP
NN NNP I-PERSON NNP VM
NNP NNP I-PERSON VM SYM
VM SYM B-DAY NN NN
NN NN B-ORG NN RB
SYM NN B-NUM NN QC
QC NN B-NUM QC NN
NN QC I-NUM NN NN
VM NN B-LOC NN QC
NNP NN B-NUM SYM QC
QC SYM B-NUM SYM QC
QC SYM B-NUM NN NN
PSP NST B-ORG NN NN
NN NN B-MONEY QC NN
NN QC I-MONEY NN PSP
QC QC I-MONEY PSP NN
VM SYM B-DATE NN NN
NN NN B-TIME NN NN
NN QC I-TIME NN NN
SYM NN B-LOC NST JJ
VM SYM B-ORG NN NNP
NNP NN B-PERSON SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN NN
NN VM B-PERSON NNP SYM
VM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN VM
VM NN B-LOC NN NNP
NNP NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM PRP B-ORG NNP NNP
PRP NNP I-ORG NNP NN
NNP NNP I-ORG NN NN
VM NN B-ORG NN NN
NN NN I-ORG NN NNP
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
SYM VM B-PERIOD NN NST
VM NN B-DATE NST NN
NST RB B-TIME NN NN
RB QC I-TIME NN NN
NN NN B-DAY NN VM
NN VM B-PERSON VM SYM
VM SYM B-LOC NN VM
NST NN B-LOC NN VM
PRP VM B-LOC NN VM
NN VM B-PERSON VM PRP
SYM NN B-LOC NN VM
VM VM B-PERSON DEM NN
NST NN B-LOC NN NN
VM NN B-LOC QC NN
NN NNP B-NUM NN NN
VM VM B-PERSON NNP VM
VM NNP I-PERSON VM SYM
VM SYM B-LOC NN VM
VM VM B-NUM NN NNP
QC NN B-LOC PSP VM
NN NN B-LOC VM VM
NN VM B-LOC NN VM
SYM NN B-PERSON NN VM
SYM NN B-ORG NNP SYM
NN NNP I-ORG SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
SYM VM B-PERIOD NN NST
VM NN B-DATE NST NN
NN NST B-TIME NN NN
NST QC I-TIME NN RB
NN VM B-PERSON NNP VM
VM NNP I-PERSON VM SYM
VM SYM B-YEAR NST NN
NN VM B-ORG NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP VM
NNP NNP I-PERSON VM NN
SYM VM B-PERIOD QC QC
VM NN B-MONEY QC QC
NN QC I-MONEY QC QC
QC QC I-MONEY QC NN
QC QC I-MONEY NN QC
QC QC I-MONEY QC QC
QC NN B-NUM QC NN
NN QC I-NUM NN NN
PRP NST B-ORG NNP NNP
NNP NNP B-PERSON NNP VM
NNP NNP I-PERSON VM SYM
VM SYM B-LOC VM NN
NN VM B-LOC NN VM
DEM NN B-ORG NNP NNP
NNP NNP B-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
SYM JJ B-PERIOD NN NN
JJ QC I-PERIOD NN NN
NN NN B-NUM NN VM
RB NN B-DAY QF QC
NN QF B-NUM NN NN
NN VM B-NUM CL NN
VM SYM B-LOC NN VM
NN VM B-PERIOD NN SYM
NN SYM B-LOC NNP VM
SYM NNP I-LOC VM NN
NNP VM B-PERIOD NN SYM
VM QF B-NUM CL NN
NN SYM B-ORG NN NN
SYM NN I-ORG NN JJ
NN NN B-DAY JJ NN
VM SYM B-DATE QC PSP
SYM NN I-DATE PSP NN
QC PSP B-DATE QC PSP
PSP NN I-DATE PSP NN
NN VM B-NUM CL NN
SYM PRP B-NUM CL NN
VM VM B-ORG VM SYM
DEM NN B-DATE NN NN
NN NN B-NUM NN QC
QC NN B-NUM NN NN
NN VM B-ORG VM SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
INTF NN B-LOC SYM NNP
NNP SYM B-LOC VM SYM
VM SYM B-LOC NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-LOC NN NNP
NNP NN B-PERSON NNP NST
NN NNP I-PERSON NST NN
NNP NST B-DAY NST VM
NN NNP B-NUM NN PRP
VM NN B-LOC SYM NNP
NNP SYM B-LOC NN SYM
NN UT B-PERSON VM SYM
VM SYM B-LOC NST NNP
NNP NST B-PERSON NN PRP
NN VM B-PERSON VM SYM
SYM DEM B-NUM NN NNP
NN NN B-LOC VM JJ
INTF VM B-PERSON VM SYM
VM SYM B-LOC PSP JJ
NN SYM B-LOC NN NN
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN SYM
NN NN I-ORG SYM NNP
NN SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN NST
NN NN I-ORG NST JJ
VM SYM B-LOC NST NN
NNP NST B-ORG NN NN
NST NN I-ORG NN QO
NN NN I-ORG QO RB
NN NN B-NUM RB VM
NN JJ B-PERIOD NN PSP
JJ NN B-DATE PSP NNP
NN PSP B-LOC PSP VM
VM NN B-NUM NN RB
NN RB B-PERSON VM NN
VM NN B-PERSON VM NN
VM SYM B-LOC PSP NN
NN VM B-LOC NN VM
VM SYM B-LOC PSP JJ
NNP PSP B-MONEY NN NN
PSP JJ I-MONEY NN NN
JJ NN B-MONEY NN NN
NN NN B-LOC VM SYM
VM SYM B-PERSON RB VM
NN NN B-LOC NN NN
NN RB B-LOC PSP NN
NN VM B-LOC NN NN
VM SYM B-LOC NN SYM
NN SYM B-LOC NN NN
RB VM B-PERSON VM SYM
SYM NN B-LOC SYM NN
NN NN B-LOC NN NN
NN VM B-PERSON VM SYM
VM SYM B-PERSON VM NN
NN NN B-PERIOD NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
SYM JJ B-LOC NN SYM
NN NN B-PERSON NNP NN
NN NN I-PERSON NN RB
VM NN B-PERSON NNP VM
NN NN I-PERSON VM SYM
SYM NNP B-LOC NN PRP
NN PRP B-PERSON VM NN
SYM JJ B-LOC NN NN
VM SYM B-PERSON QC NN
SYM NNP B-NUM NN NNP
NNP RB B-LOC NN NST
RB NNP I-LOC NST NN
NN NN B-DAY VM SYM
NN NN B-PERSON VM NN
NN VM B-PERSON QF NN
VM SYM B-LOC NN NN
NN PSP B-PERSON SYM NN
SYM NN B-PERSON INTF NN
NN NN B-LOC NN NNP
NNP NN B-PERSON RB VM
NN NN B-ORG NN PRP
NN NN I-ORG PRP QF
NN VM B-PERSON VM NN
VM SYM B-PERSON NN NN
VM NN B-PERSON VM SYM
VM SYM B-PERSON NN VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM NNP
NNP VM B-PERSON NN NN
VM SYM B-ORG NN NN
SYM NN I-ORG NN RB
NN NN I-ORG RB NN
NN VM B-PERSON PRP NN
VM PRP B-PERSON VM VM
NN NN B-PERSON VM NNP
NNP VM B-PERSON NN NN
VM SYM B-LOC NN NN
VM UT B-LOC NN PRP
DEM NN B-LOC NNP NN
NN NNP B-ORG NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
JJ NN B-PERSON NNP SYM
NN NNP B-PERSON SYM NN
SYM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
SYM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN NN B-PERSON SYM NN
VM SYM B-PERSON NN RB
RB NN B-PERSON VM JJ
VM SYM B-LOC NN SYM
SYM NNP I-LOC SYM NNP
NN SYM B-LOC NN NN
SYM NNP I-LOC NN NN
NNP NN I-LOC NN NN
VM SYM B-PERSON NN NN
NN NN B-LOC NN NST
NN NNP I-LOC NST VM
SYM NN B-NUM CL RB
CL RB B-ORG NN NN
RB NN I-ORG NN DEM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN VM B-PERIOD NN JJ
VM QC I-PERIOD JJ NN
NN NN B-MONEY QC RB
NN QC I-MONEY RB NN
QC QC I-MONEY NN NN
NN NST B-MONEY QC RB
NST QC I-MONEY RB RB
QC QC I-MONEY RB SYM
PRP VM B-ORG NN NN
VM NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN JJ
NN NN B-DAY JJ NN
JJ NN B-DATE QC PSP
NN NN I-DATE PSP VM
NN PSP B-NUM CL QC
QC CL B-MONEY QC NN
CL QC I-MONEY NN NN
QC QC I-MONEY NN NN
NN NN B-ORG NN NN
NN NN I-ORG NN VM
SYM CC B-NUM CL VM
NN NN B-MONEY QC NN
NN QC I-MONEY NN RB
QC QC I-MONEY RB NST
NN NN B-PERSON NN NN
NN NNP I-PERSON NN VM
NN NN B-NUM NN NN
NN QC I-NUM NN SYM
NN SYM B-NUM NN NN
SYM QC I-NUM NN NN
NN NN B-MONEY QC NN
NN QC I-MONEY NN NN
QC QC I-MONEY NN VM
SYM VM B-ORG NN VM
VM NN I-ORG VM NN
NN NN I-ORG NN NN
NN NN B-NUM NN QC
QC NN B-NUM NN NN
VM NN B-NUM NN RB
NN QC I-NUM RB NN
NN NN B-DAY VM SYM
NN NN B-YEAR SYM QC
QC SYM B-YEAR PSP VM
VM NN B-NUM NN VM
NN QC I-NUM VM NN
NN SYM B-DATE SYM NN
NN SYM B-DATE SYM VM
NN NST B-ORG NN NN
NST NN I-ORG NN NN
NN NN I-ORG NN JJ
VM SYM B-NUM NN NN
SYM QC I-NUM NN VM
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
PSP VM B-MONEY QC QC
VM QC I-MONEY QC NN
QC QC I-MONEY NN QC
QC QC I-MONEY QC NN
QC NN B-NUM NN RB
NN QC I-NUM RB NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM NN B-NUM NN VM
NN VM B-ORG NN NN
VM NN I-ORG NN NNP
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM DEM
VM SYM B-LOC NN NN
VM NN B-NUM RB VM
NN QC I-NUM VM NN
RB VM B-ORG NN NN
VM NN I-ORG NN VM
NN PRP B-NUM RB VM
PRP QC I-NUM VM VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC JJ NN
JJ NN B-PERIOD NN NN
NN QC I-PERIOD NN NN
NN JJ B-PERIOD NN NN
JJ QC I-PERIOD NN NNP
QC NN I-PERIOD NNP NN
NNP NN B-LOC NN NNP
NN NNP B-DAY NNP PSP
NNP NN B-LOC PSP VM
VM SYM B-LOC PSP VM
PSP VM B-LOC NNP NNP
NNP NNP B-PERSON NNP NN
NNP NNP I-PERSON NN NNP
NNP NNP B-DAY NNP NN
NNP NN B-LOC NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
NN UT B-PERSON VM SYM
PRP VM B-PERSON PSP NN
PSP NN B-LOC NN NN
DEM NN B-LOC NN PSP
NN PSP B-PERIOD NN NN
PSP QC I-PERIOD NN NN
QC NN I-PERIOD NN VM
DEM NN B-LOC NN NN
NN VM B-YEAR PSP NNP
QC PSP B-LOC NN NN
NN VM B-NUM NN JJ
NN JJ B-PERIOD NN NN
DEM NN B-LOC NN NN
DEM NN B-LOC NN NN
VM NN B-PERSON NNP DEM
NN NNP I-PERSON DEM NN
NN NN B-YEAR PSP PRP
PSP PRP B-LOC NN VM
VM SYM B-LOC NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
VM SYM B-LOC JJ NN
JJ NN B-PERIOD NN NN
NN QC I-PERIOD NN NN
NN JJ B-PERIOD NN NN
JJ QC I-PERIOD NN NST
QC NN I-PERIOD NST NNP
NNP NN B-LOC NN NNP
NN NNP B-DAY NNP PSP
NNP NN B-LOC PSP VM
VM SYM B-LOC PSP VM
PSP VM B-LOC NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NNP B-DAY NNP NN
NNP NN B-LOC NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
NN SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NNP
NNP NN B-LOC NN NNP
NNP NN B-LOC NN NN
NN VM B-NUM RB VM
RP SYM B-NUM CL VM
VM SYM B-ORG NN NN
SYM NN I-ORG NN NN
NN VM B-PERIOD NN VM
VM QC I-PERIOD VM RB
NN NN B-PERIOD NN NN
NN QC I-PERIOD NN VM
VM SYM B-LOC PSP NNP
NNP PSP B-PERSON UT NN
NN NN B-PERIOD NN NN
NN QC I-PERIOD NN NN
RB SYM B-NUM CL NN
VM SYM B-PERIOD NN NNP
SYM QC I-PERIOD NNP NN
QC NN B-LOC NN NN
RB NN B-PERSON VM VM
NN SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
SYM CC B-LOC NN NN
VM NN B-NUM NN VM
NN VM B-LOC NN NNP
NNP NN B-LOC NNP NST
NN NNP B-LOC NST NNP
NN PSP B-NUM CL VM
NN VM B-LOC NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
VM NN B-LOC NNP NN
NN NNP I-LOC NN NNP
NNP NN B-ORG NN NN
NN NN B-PERSON RP PRP
DEM NN B-DATE NN NN
NN NN B-ORG NN NNP
NNP NN B-PERSON NNP VM
NN NNP B-LOC VM RB
SYM NST B-PERSON NN PSP
VM SYM B-LOC NN VM
NN VM B-PERSON NNP NNP
VM NNP I-PERSON NNP NNP
NNP NNP I-PERSON NNP UT
NNP NNP I-PERSON UT NN
VM NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN VM B-LOC NN VM
NN VM B-NUM NN NN
NN NN B-DAY NN VM
NN SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP VM
NNP NNP I-PERSON VM SYM
VM SYM B-LOC NN VM
NN VM B-PERSON NNP NNP
VM NNP I-PERSON NNP NN
NNP NNP I-PERSON NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM SYM
SYM SYM B-LOC NN NNP
NNP NN B-LOC VM NNP
NNP VM B-PERSON NNP NNP
VM NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NN
PSP NN B-MONEY QC VM
NN QC I-MONEY VM NN
VM SYM B-LOC NN VM
VM PRP B-LOC VM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-LOC VM NN
VM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-LOC PSP VM
PSP VM B-PERSON NNP PSP
VM NNP I-PERSON PSP NN
VM SYM B-PERSON NN QC
NNP NN B-NUM NN VM
SYM NN B-NUM NN SYM
NN SYM B-LOC QC SYM
SYM NNP B-NUM SYM NNP
QC SYM B-LOC NN QC
NNP NN B-NUM SYM NNP
QC SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP NST
NNP NNP I-PERSON NST NNP
NNP NST B-LOC JJ NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN NN B-PERSON NN VM
RB VM B-ORG NN NNP
NNP NN B-PERSON VM SYM
VM SYM B-DAY NNP NN
SYM NN B-LOC NN NNP
NNP NN B-LOC NN NN
NN NN B-LOC NNP NST
NN NN B-NUM QC NN
NN QC I-NUM NN VM
JJ NN B-ORG NN NN
VM SYM B-PERSON RB VM
NN NN B-LOC NN VM
NN VM B-ORG VM UT
VM SYM B-PERSON NN NN
VM SYM B-LOC NNP NN
SYM NNP B-PERSON NN NN
NN NN B-ORG NN VM
VM SYM B-PERSON NN SYM
NN SYM B-ORG NN NN
VM SYM B-ORG NN PSP
NN NN B-PERSON NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN NN B-ORG NN NN
NN NNP I-ORG NN NNP
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-LOC NNP NN
SYM NNP B-DAY NN VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP WQ
NNP NNP I-PERSON WQ NN
NN VM B-LOC NN NN
VM SYM B-PERIOD VM SYM
SYM QF B-PERIOD NN RB
RB VM B-PERSON NNP NN
VM NNP I-PERSON NN NST
NN NST B-PERSON WQ VM
NN PSP B-PERSON NN NN
NN PSP B-LOC NN SYM
SYM RP B-LOC NN NN
VM NN B-PERSON VM SYM
VM SYM B-PERSON NN NN
VM SYM B-PERSON NST NNP
NNP NST B-LOC VM NN
VM SYM B-LOC SYM NN
NN JJ B-LOC QF NN
VM NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM RB B-NUM NN SYM
NN SYM B-NUM NN NN
VM SYM B-LOC NN NN
NN NN B-LOC PSP NN
NN NN B-MONEY QC NN
NN QC I-MONEY NN NN
QC QC I-MONEY NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM QC
QC SYM B-PERIOD QC NN
SYM QC I-PERIOD NN NNP
QC QC I-PERIOD NNP NN
QC NN B-LOC NN NN
VM SYM B-LOC NNP NNP
NNP NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP VM
NNP NNP B-ORG VM NNP
NNP VM B-ORG NN VM
VM SYM B-PERIOD QC NN
SYM QC I-PERIOD NN PRP
QC QC I-PERIOD PRP RB
NN NN B-PERSON JJ NN
SYM NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-PERSON NN VM
PRP NN B-PERSON VM RP
RP NN B-NUM CL RB
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM JJ
JJ NN B-PERSON NST VM
SYM CC B-PERSON NNP NN
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-PERSON SYM PRP
NN NN B-PERSON SYM NNP
NNP SYM B-PERSON PSP QC
NNP PSP B-PERIOD NN NN
PSP QC I-PERIOD NN RB
RB VM B-PERSON NN VM
NN NN B-PERSON NN VM
NN VM B-PERSON NNP VM
VM NNP I-PERSON VM NNP
NNP VM B-PERSON SYM PRP
PRP NN B-PERSON VM VM
VM SYM B-ORG NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN RB
VM NNP B-PERSON NN NN
WQ VM B-PERSON SYM NN
VM NNP B-PERSON NN JJ
NN JJ B-PERIOD RB NN
JJ QC I-PERIOD NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN PSP B-ORG NN NN
PSP NNP I-ORG NN NN
NNP NN I-ORG NN NNP
NN NN I-ORG NNP NN
NN NN B-ORG NN NN
NN NN B-DAY NN VM
NN NNP B-PERIOD VM SYM
SYM RB B-NUM QC NN
RB QC I-NUM NN NN
VM NN B-NUM QC NN
NN QC I-NUM NN VM
SYM PRP B-NUM NN NN
PRP QC I-NUM NN NN
VM SYM B-LOC NN NN
NNP NN B-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN NNP
NN NN B-DAY NN NNP
NNP NN B-LOC NN PSP
NN NNP I-LOC PSP NN
NN PSP B-TIME NST NN
SYM NN B-ORG NN VM
VM SYM B-LOC NN NST
NN RB B-MONEY NN NN
RB QC I-MONEY NN NN
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
VM SYM B-DAY NN NN
SYM NNP B-PERIOD NN NN
NN NN B-NUM NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NNP
NNP NN B-LOC NN DEM
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NNP
QC SYM B-DAY NN NN
VM SYM B-DAY NN NN
NN NN B-PERSON NN NN
VM SYM B-PERSON QC NN
SYM NNP B-PERIOD NN NN
NNP QC I-PERIOD NN VM
VM SYM B-LOC NN NNP
NNP NN B-PERSON NNP PRP
NN NNP I-PERSON PRP NN
SYM CC B-LOC NN NN
NNP NN B-LOC NN NNP
NN NN B-LOC NN NN
NN VM B-DAY NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NN
NN NN B-PERSON VM QC
NNP VM B-NUM NN NN
NN QF B-NUM NN NN
NN VM B-PERIOD NN SYM
VM NN B-MONEY QC NN
NN QC I-MONEY NN NN
QC QC I-MONEY NN NN
VM VM B-DAY NN NN
VM NN B-PERSON NNP JJ
NN NNP B-LOC JJ NN
NN SYM B-NUM NN SYM
SYM NN B-PERSON NN NN
NN NN B-LOC NN NN
VM SYM B-LOC NN NN
VM NN B-DAY VM SYM
NN NN B-LOC NN NNP
NNP NN B-LOC NN NN
NN VM B-PERSON NNP SYM
VM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM PRP
NN QF B-NUM NN NN
PRP NN B-MONEY QC VM
NN QC I-MONEY VM SYM
SYM NN B-ORG NNP NN
NN NNP I-ORG NN VM
NNP NNP I-ORG VM NN
VM NN B-MONEY QC NN
NN QC I-MONEY NN QO
QC NN B-NUM NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP NN
NNP NNP I-PERSON NN JJ
VM SYM B-LOC NN NNP
NN SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
